,reaction,GPR,score
3935,G3PD1,(PADL01_0305200-t36_1-p1 or PADL01_1112900-t36_1-p1 or PADL01_1216700-t36_1-p1),225.3
3936,G3PD1ir,PADL01_1112900-t36_1-p1,277.7
3937,G3PD1irm,PADL01_1216700-t36_1-p1,264.2
3938,G3PD2,(PADL01_1112900-t36_1-p1 or PADL01_1216700-t36_1-p1),119.0
3941,G3PD4,PADL01_0305200-t36_1-p1,227.6
3942,G3PD5,PADL01_0305200-t36_1-p1,231.5
3943,G3PD6,PADL01_0305200-t36_1-p1,231.5
3944,G3PD7,PADL01_0305200-t36_1-p1,231.5
3945,G3PDm,PADL01_0305200-t36_1-p1,345.9
3954,G3PO,PADL01_0305200-t36_1-p1,209.5
3960,G5SADrm,spontaneous,0.0
3961,G5SADs,spontaneous,0.0
3965,G6PADH,PADL01_1453800-t36_1-p1,220.3
3968,G6PBDH,PADL01_1453800-t36_1-p1,220.3
3975,G6PDH2r,PADL01_1453800-t36_1-p1,303.9
3978,G6PI2,PADL01_1436000-t36_1-p1,501.5
3980,G6PI_1,PADL01_1436000-t36_1-p1,501.5
3981,G6PIh,PADL01_1436000-t36_1-p1,501.5
4087,GALUi,PADL01_1420600-t36_1-p1,115.2
4089,GALabcpp,PADL01_1434000-t36_1-p1,12.6
4092,GALt2,PADL01_0205000-t36_1-p1,53.5
4094,GALt2pp,PADL01_0203500-t36_1-p1,120.6
4114,GAPD,PADL01_1462800-t36_1-p1,438.3
4125,GAT1_SC,PADL01_1213000-t36_1-p1,180.3
4126,GAT2_SC,PADL01_1213000-t36_1-p1,180.3
4141,GCC2am,(PADL01_1131200-t36_1-p1 and PADL01_1232900-t36_1-p1 and PADL01_1364400-t36_1-p1),146.275
4142,GCC2bim,(PADL01_1131200-t36_1-p1 and PADL01_1232900-t36_1-p1 and PADL01_1364400-t36_1-p1),146.275
4143,GCC2cm,((PADL01_0819900-t36_1-p1 and PADL01_1232900-t36_1-p1 and PADL01_1319700-t36_1-p1) or (PADL01_1131200-t36_1-p1 and PADL01_1232900-t36_1-p1 and PADL01_1364400-t36_1-p1) or PADL01_1232900-t36_1-p1),470.2
4144,GCCa,PADL01_1131200-t36_1-p1,18.3
4145,GCCam,(PADL01_1131200-t36_1-p1 and PADL01_1232900-t36_1-p1 and PADL01_1364400-t36_1-p1),146.275
4146,GCCb,((PADL01_1131200-t36_1-p1 and PADL01_1364400-t36_1-p1) or PADL01_1343100-t36_1-p1 or PADL01_1364400-t36_1-p1),137.9
4147,GCCbim,(PADL01_1131200-t36_1-p1 and PADL01_1232900-t36_1-p1 and PADL01_1364400-t36_1-p1),146.275
4148,GCCc,(PADL01_1131200-t36_1-p1 or PADL01_1232900-t36_1-p1),281.6
4149,GCCcm,((PADL01_1131200-t36_1-p1 and PADL01_1232900-t36_1-p1 and PADL01_1364400-t36_1-p1) or PADL01_1232900-t36_1-p1),311.2
4154,GCLDH,PADL01_1215100-t36_1-p1,71.45
4157,GCPN,(PADL01_1320400-t36_1-p1 or PADL01_1320500-t36_1-p1),124.0
4158,GCPNn,(PADL01_1320400-t36_1-p1 or PADL01_1320500-t36_1-p1),124.0
4182,GF6PTA,PADL01_1023600-t36_1-p1,350.5
4184,GFUCS,PADL01_1012400-t36_1-p1,139.0
4223,GHMT2r,PADL01_1236200-t36_1-p1,401.7
4224,GHMT2rm,PADL01_1236200-t36_1-p1,380.2
4227,GK1,PADL01_0927900-t36_1-p1,139.4
4228,GK2,PADL01_0927900-t36_1-p1,139.4
4277,GLCNACPT,PADL01_0320100-t36_1-p1,232.6
4281,GLCNACT,PADL01_0210400-t36_1-p1,79.3
4293,GLCOAS,PADL01_1106700-t36_1-p1,302.0
4322,GLCt1,PADL01_0203500-t36_1-p1,138.7
4325,GLCt2pp,PADL01_0203500-t36_1-p1,120.6
4334,GLMS_syn,PADL01_1435300-t36_1-p1,806.2
4339,GLNS,PADL01_0921600-t36_1-p1,254.2
4345,GLNTRAT,((PADL01_0415300-t36_1-p1 and PADL01_0627000-t36_1-p1) or PADL01_0415300-t36_1-p1),82.7
4346,GLNTRS,((PADL01_0415300-t36_1-p1 and PADL01_0627000-t36_1-p1) or PADL01_1330700-t36_1-p1 or PADL01_1348300-t36_1-p1),571.6
4347,GLNabc,PADL01_0318600-t36_1-p1,13.775
4360,GLPT,PADL01_1412500-t36_1-p1,313.9
4376,GLUCYS,PADL01_0917900-t36_1-p1,184.9
4378,GLUDxi,(PADL01_0801400-t36_1-p1 or PADL01_1416200-t36_1-p1),467.6
4379,GLUDy,(PADL01_1416200-t36_1-p1 or PADL01_1430700-t36_1-p1),517.7
4382,GLUK,PADL01_0622100-t36_1-p1,170.6
4383,GLUKA,PADL01_0622100-t36_1-p1,137.9
4384,GLUKAh,PADL01_0622100-t36_1-p1,137.9
4385,GLUKBh,PADL01_0622100-t36_1-p1,137.9
4386,GLUK_syn,PADL01_0622100-t36_1-p1,137.9
4387,GLUN,PADL01_0921400-t36_1-p1,141.4
4395,GLUS,PADL01_1435300-t36_1-p1,1266.1
4397,GLUS_ferr,PADL01_1317000-t36_1-p1,52.55
4398,GLUS_nadph,PADL01_1435300-t36_1-p1,1266.1
4399,GLUSx,PADL01_1435300-t36_1-p1,1167.5
4400,GLUSy,((PADL01_1137900-t36_1-p1 and PADL01_1435300-t36_1-p1) or PADL01_1435300-t36_1-p1),509.6
4406,GLUTRS,(PADL01_1348300-t36_1-p1 or PADL01_1356200-t36_1-p1),480.7
4407,GLUTRS_Gln,PADL01_1356200-t36_1-p1,279.3
4419,GLUt7m,PADL01_0908000-t36_1-p1,59.7
4431,GLYALDtpp,PADL01_1131100-t36_1-p1,122.1
4434,GLYAT,PADL01_1246300-t36_1-p1,197.2
4459,GLYCL,((PADL01_0815100-t36_1-p1 and PADL01_1364400-t36_1-p1) or (PADL01_1131200-t36_1-p1 and PADL01_1232900-t36_1-p1 and PADL01_1343100-t36_1-p1) or (PADL01_1131200-t36_1-p1 and PADL01_1364400-t36_1-p1) or (PADL01_1232900-t36_1-p1 and PADL01_1364400-t36_1-p1) or PADL01_0815100-t36_1-p1 or PADL01_1131200-t36_1-p1 or PADL01_1232900-t36_1-p1 or PADL01_1364400-t36_1-p1),104.275
4466,GLYCL_2,(PADL01_1343100-t36_1-p1 or PADL01_1364400-t36_1-p1),119.0
4467,GLYCLm,(PADL01_1131200-t36_1-p1 and PADL01_1232900-t36_1-p1 and PADL01_1364400-t36_1-p1),146.275
4478,GLYCtpp,(PADL01_1131100-t36_1-p1 or spontaneous),122.1
4481,GLYK,PADL01_1350700-t36_1-p1,368.6
4486,GLYOX,(PADL01_0405900-t36_1-p1 or PADL01_1206100-t36_1-p1),157.1
4488,GLYOX_2,PADL01_1206100-t36_1-p1,89.7
4493,GLYTLm,PADL01_1420100-t36_1-p1,469.5
4494,GLYTRS,PADL01_1420100-t36_1-p1,505.8
4510,GM1LIPAabcpp,PADL01_0522000-t36_1-p1,174.5
4512,GM2LIPAabcpp,PADL01_0522000-t36_1-p1,174.5
4514,GMAND,PADL01_0813000-t36_1-p1,389.4
4515,GMHEPAT,PADL01_1346800-t36_1-p1,68.9
4516,GMHEPK,PADL01_1346800-t36_1-p1,68.9
4518,GMP5N,PADL01_1458000-t36_1-p1,85.9
4521,GMPS2,PADL01_1011000-t36_1-p1,454.1
4525,GMT1,PADL01_1139800-t36_1-p1,103.6
4526,GMT2,PADL01_1139800-t36_1-p1,103.6
4527,GND,PADL01_1454700-t36_1-p1,484.6
4534,GP4GH,PADL01_0802200-t36_1-p1,44.7
4548,GPDDA1,PADL01_1405900-t36_1-p1,48.9
4550,GPDDA2,PADL01_1405900-t36_1-p1,48.9
4569,GRTT,PADL01_1126700-t36_1-p1,216.1
4572,GRXR,(PADL01_0305100-t36_1-p1 or PADL01_0708100-t36_1-p1),66.2
4590,GTHOm,PADL01_0303300-t36_1-p1,42.55
4591,GTHOr,(PADL01_0605000-t36_1-p1 or PADL01_0922800-t36_1-p1 or PADL01_1419500-t36_1-p1),329.7
4594,GTHPi,((PADL01_1212400-t36_1-p1 and PADL01_1212400-t36_1-p1) or PADL01_1212400-t36_1-p1),105.9
4595,GTHPm,PADL01_0303300-t36_1-p1,85.1
4600,GTHRDabcv,PADL01_0109800-t36_1-p1,96.3
4603,GTHS,PADL01_0511100-t36_1-p1,89.0
4604,GTHS_1,PADL01_0511100-t36_1-p1,102.4
4607,GTPCI,PADL01_1224600-t36_1-p1,123.6
4611,GTPCI_1,PADL01_1224600-t36_1-p1,121.7
4618,GTPH1,PADL01_1431800-t36_1-p1,79.0
4619,GTPHs,spontaneous,0.0
4620,GTPOPm,PADL01_0625000-t36_1-p1,465.7
4623,GUAC,(PADL01_1136600-t36_1-p1 or PADL01_1359500-t36_1-p1),99.0
4625,GUACn,(PADL01_1136600-t36_1-p1 or PADL01_1359500-t36_1-p1),99.0
4628,GUAPRT,PADL01_1010800-t36_1-p1,103.2
4653,H2Ot,spontaneous,0.0
4655,H2Otex,spontaneous,0.0
4659,H2Otm,spontaneous,0.0
4661,H2Otpp,spontaneous,0.0
4663,H2St1pp,spontaneous,0.0
4666,H2tpp,spontaneous,0.0
4755,HBZOPT,PADL01_0605600-t36_1-p1,71.6
4757,HBZOPT6,(PADL01_0600600-t36_1-p1 or PADL01_0825600-t36_1-p1),110.9
4758,HBZOPT6m,PADL01_0605600-t36_1-p1,94.0
4759,HBZOPT6m_1,(PADL01_0201500-t36_1-p1 or PADL01_0518300-t36_1-p1 or PADL01_0605600-t36_1-p1),121.7
4766,HCO3E,spontaneous,0.0
4787,HDS,PADL01_1021300-t36_1-p1,510.0
4790,HEMEASm,PADL01_1435000-t36_1-p1,213.4
4791,HEMELh,PADL01_1225200-t36_1-p1,132.1
4792,HEMELm,PADL01_1225200-t36_1-p1,132.1
4793,HEMEOMOm,(PADL01_1137900-t36_1-p1 and PADL01_1215100-t36_1-p1 and PADL01_1435000-t36_1-p1),160.6
4794,HEMEOS,PADL01_0518300-t36_1-p1,77.4
4796,HEMEOSm,PADL01_0518300-t36_1-p1,110.5
4797,HEMEOSm_1,PADL01_0518300-t36_1-p1,133.7
4810,HETZK,(PADL01_0612300-t36_1-p1 or PADL01_1240400-t36_1-p1),154.5
4811,HEX1,PADL01_0622100-t36_1-p1,183.3
4813,HEX4,PADL01_0622100-t36_1-p1,183.3
4814,HEX7,PADL01_0622100-t36_1-p1,183.3
4819,HEXTT,PADL01_0201500-t36_1-p1,54.1
4843,HISTRS,(PADL01_0933200-t36_1-p1 or PADL01_1445100-t36_1-p1),275.4
4844,HISTRSm,PADL01_1445100-t36_1-p1,275.4
4864,HMBS,PADL01_1210000-t36_1-p1,156.4
4876,HMPK1,PADL01_0519500-t36_1-p1,115.5
4877,HMPK2,PADL01_0519500-t36_1-p1,115.5
4878,HMPK3,PADL01_0519500-t36_1-p1,115.5
4879,HMPK4,PADL01_0519500-t36_1-p1,115.5
4976,HXPRT,PADL01_1010800-t36_1-p1,104.0
4986,HYDAh,PADL01_1317000-t36_1-p1,52.55
4987,HYDAm,PADL01_1215100-t36_1-p1,71.45
4991,HYPOE,PADL01_0713000-t36_1-p1,244.6
4997,I2FE2SR,((PADL01_0724900-t36_1-p1 and PADL01_1454500-t36_1-p1) or PADL01_0724900-t36_1-p1 or PADL01_1454500-t36_1-p1),279.25
4998,I2FE2SS,((PADL01_0724900-t36_1-p1 and PADL01_1454500-t36_1-p1) or PADL01_0724900-t36_1-p1 or PADL01_1454500-t36_1-p1),186.16666666666666
4999,I2FE2SS2,((PADL01_0724900-t36_1-p1 and PADL01_1454500-t36_1-p1) or PADL01_0724900-t36_1-p1 or PADL01_1454500-t36_1-p1),186.16666666666666
5000,I2FE2ST,PADL01_1454500-t36_1-p1,79.9
5001,I4FE4SR,PADL01_1454500-t36_1-p1,159.8
5002,I4FE4ST,PADL01_1454500-t36_1-p1,79.9
5010,ICDHym,PADL01_1344800-t36_1-p1,468.4
5011,ICDHyp,PADL01_1344800-t36_1-p1,458.8
5012,ICDHyr,PADL01_1344800-t36_1-p1,532.3
5022,ICYSDS,PADL01_0724900-t36_1-p1,398.7
5038,IDPA,PADL01_1431800-t36_1-p1,68.2
5039,IDPh,(PADL01_0315200-t36_1-p1 or PADL01_1456800-t36_1-p1),483.8
5040,IDPm,(PADL01_0315200-t36_1-p1 or PADL01_1456800-t36_1-p1),483.8
5054,ILETA,PADL01_1458400-t36_1-p1,76.6
5056,ILETRS,(PADL01_1225700-t36_1-p1 or PADL01_1331900-t36_1-p1),923.7
5057,ILETRSm,PADL01_1225700-t36_1-p1,73.9
5075,IMPD,PADL01_0919800-t36_1-p1,422.5
5076,IMPDm,PADL01_0919800-t36_1-p1,399.1
5126,IPDPS,PADL01_0102000-t36_1-p1,231.9
5130,IPMD,PADL01_1344800-t36_1-p1,53.1
5140,ITCOALm,PADL01_1431600-t36_1-p1,178.35
5144,ITKK,PADL01_1315000-t36_1-p1,60.5
5152,K2L4Aabcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
5162,KAS1,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5163,KAS10,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5164,KAS11,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5165,KAS12,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1)),278.7
5166,KAS13,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5167,KAS14,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or PADL01_0210200-t36_1-p1 or PADL01_0624400-t36_1-p1),387.5
5168,KAS14_1,PADL01_0210200-t36_1-p1,124.4
5169,KAS15,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or PADL01_0210200-t36_1-p1 or PADL01_0624400-t36_1-p1),387.5
5170,KAS16,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1)),263.46666666666664
5171,KAS17,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5172,KAS19SA,(PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1),278.7
5173,KAS2,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5174,KAS20SA,(PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1),278.7
5175,KAS3,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5176,KAS4,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5177,KAS5,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5178,KAS6,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5179,KAS7,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5180,KAS8,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1)),278.7
5181,KAS9,((PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1) or (PADL01_0210200-t36_1-p1 and PADL01_0624400-t36_1-p1) or (PADL01_0624400-t36_1-p1 and PADL01_0921900-t36_1-p1 and PADL01_1310900-t36_1-p1 and PADL01_1321900-t36_1-p1)),278.7
5182,KAS_HP,PADL01_0921900-t36_1-p1,46.519999999999996
5183,KAS_HP2,(PADL01_0613400-t36_1-p1 or PADL01_0921900-t36_1-p1),46.519999999999996
5202,KYNATESYN,spontaneous,0.0
5203,KYNATESYNm,spontaneous,0.0
5206,Kt1,PADL01_1227800-t36_1-p1,66.2
5277,LANOSTESTH_SC,PADL01_1124900-t36_1-p1,59.7
5279,LANOSTt,PADL01_1426300-t36_1-p1,102.1
5303,LCYSTATm,PADL01_0203300-t36_1-p1,192.2
5310,LDH2,PADL01_1323800-t36_1-p1,174.1
5314,LDH_L,PADL01_1323800-t36_1-p1,176.4
5319,LEUTA,PADL01_1458400-t36_1-p1,76.6
5320,LEUTAi,PADL01_0203300-t36_1-p1,191.8
5322,LEUTRS,(PADL01_0620900-t36_1-p1 or PADL01_0827400-t36_1-p1),471.1
5323,LEUTRSm,PADL01_0827400-t36_1-p1,101.3
5340,LGTHL,PADL01_1111900-t36_1-p1,204.9
5345,LIPACabcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
5348,LIPAMPL,PADL01_1313500-t36_1-p1,174.1
5349,LIPATPT,PADL01_1313500-t36_1-p1,174.1
5350,LIPAabcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
5353,LIPOCT,PADL01_0822800-t36_1-p1,62.0
5354,LIPOS,PADL01_1343700-t36_1-p1,261.9
5357,LLDH_ferr_m,(PADL01_1403700-t36_1-p1 or PADL01_1462700-t36_1-p1),129.6
5379,LNS14DM,PADL01_0922200-t36_1-p1,49.3
5397,LPD5,PADL01_1232900-t36_1-p1,140.8
5461,LPLPS1AGPE180,PADL01_1357000-t36_1-p1,65.5
5462,LPLPS1AGPE18111Z,PADL01_1357000-t36_1-p1,65.5
5463,LPLPS1AGPE1819Z,PADL01_1357000-t36_1-p1,65.5
5464,LPLPS1AGPE1829Z12Z,PADL01_1357000-t36_1-p1,65.5
5508,LSERDHr,PADL01_0624200-t36_1-p1,73.9
5516,LUMIRHODOPSINI,PADL01_1359500-t36_1-p1,98.6
5518,LYSDC,PADL01_0405300-t36_1-p1,132.9
5524,LYSTRS,(PADL01_1349200-t36_1-p1 or PADL01_1416500-t36_1-p1),502.7
5525,LYSTRSm,PADL01_1349200-t36_1-p1,580.5
5542,L_LACD2cm,(PADL01_0917100-t36_1-p1 and PADL01_1403700-t36_1-p1),97.85
5545,L_LACDm,PADL01_0917100-t36_1-p1,62.8
5593,MACCOAT,PADL01_1450900-t36_1-p1,165.2
5595,MACPD,PADL01_0624400-t36_1-p1,387.5
5608,MALICITtm,PADL01_0823100-t36_1-p1,253.1
5609,MALOAAtm,PADL01_0823100-t36_1-p1,253.1
5651,MAN1PT,PADL01_1420600-t36_1-p1,240.0
5652,MAN1PT2,PADL01_1420600-t36_1-p1,164.5
5655,MAN6PI,PADL01_1420600-t36_1-p1,147.5
5674,MANt2,PADL01_0203500-t36_1-p1,138.7
5679,MATm,PADL01_0921200-t36_1-p1,439.1
5682,MCBTS,PADL01_0018300-t36_1-p1,8.585714285714285
5683,MCBTS2,PADL01_0018300-t36_1-p1,8.585714285714285
5684,MCBTS3,PADL01_0018300-t36_1-p1,8.585714285714285
5695,MCITS,(PADL01_0607400-t36_1-p1 or PADL01_1021000-t36_1-p1),308.1
5696,MCITSm,PADL01_1021000-t36_1-p1,288.9
5697,MCLORi,PADL01_1323800-t36_1-p1,173.7
5699,MCOATA,((PADL01_0207200-t36_1-p1 and PADL01_1310900-t36_1-p1) or PADL01_0207200-t36_1-p1 or PADL01_1310900-t36_1-p1),138.7
5700,MCOATA_1,PADL01_1310900-t36_1-p1,74.9
5704,MCS,PADL01_0208000-t36_1-p1,124.0
5728,MDH,(PADL01_0616500-t36_1-p1 or PADL01_1323800-t36_1-p1),252.7
5731,MDH4,PADL01_0615100-t36_1-p1,356.3
5737,MDHi2,PADL01_0616500-t36_1-p1,235.0
5740,MDHy,PADL01_0616500-t36_1-p1,235.0
5747,MECDPDH2,PADL01_1021300-t36_1-p1,169.5
5749,MECDPDH5,PADL01_1021300-t36_1-p1,84.75
5750,MECDPDH_syn,PADL01_1021300-t36_1-p1,235.7
5751,MECDPS,PADL01_0208000-t36_1-p1,97.8
5765,MEOHtrpp,spontaneous,0.0
5768,METARHODOPSINH,PADL01_1359500-t36_1-p1,98.6
5769,METAT,PADL01_0921200-t36_1-p1,441.4
5771,METDabc,PADL01_1229700-t36_1-p1,15.799999999999999
5772,METDabcpp,(PADL01_1229700-t36_1-p1 or PADL01_1434000-t36_1-p1),16.433333333333334
5775,METHFth,PADL01_1114600-t36_1-p1,111.7
5780,METOX1s,spontaneous,0.0
5781,METOX2s,spontaneous,0.0
5786,METSOXR1,PADL01_1457200-t36_1-p1,36.0
5787,METSOXR2,PADL01_1457200-t36_1-p1,36.0
5796,METTRS,(PADL01_1033300-t36_1-p1 or PADL01_1442300-t36_1-p1),369.0
5797,METTRSm,PADL01_1033300-t36_1-p1,252.7
5798,METabc,PADL01_1229700-t36_1-p1,15.799999999999999
5799,METabcpp,(PADL01_1229700-t36_1-p1 or PADL01_1434000-t36_1-p1),16.433333333333334
5815,MG2abc,PADL01_1212300-t36_1-p1,227.3
5821,MG2uabcpp,(PADL01_0103900-t36_1-p1 or PADL01_1212300-t36_1-p1),308.5
5836,MGDGD4DS1819Z1644Z7Z10Z13Z,PADL01_1317000-t36_1-p1,105.1
5837,MGDGD4DS1829Z12Z1634Z7Z10Z,PADL01_1317000-t36_1-p1,105.1
5838,MGDGD4DS1829Z12Z1644Z7Z10Z13Z,PADL01_1317000-t36_1-p1,105.1
5839,MGDGD4DS1839Z12Z15Z1634Z7Z10Z,PADL01_1317000-t36_1-p1,105.1
5840,MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,PADL01_1317000-t36_1-p1,105.1
5841,MGDGD7DS1819Z1617Z,((PADL01_0510100-t36_1-p1 and PADL01_1317000-t36_1-p1) or PADL01_0510100-t36_1-p1 or PADL01_1317000-t36_1-p1),106.44999999999999
5842,MGDGD7DS1829Z12Z1617Z,((PADL01_0510100-t36_1-p1 and PADL01_1317000-t36_1-p1) or PADL01_0510100-t36_1-p1 or PADL01_1317000-t36_1-p1),106.44999999999999
5845,MGDGW3DS1819Z1637Z10Z13Z,PADL01_1317000-t36_1-p1,52.55
5846,MGDGW3DS1829Z12Z1637Z10Z13Z,PADL01_1317000-t36_1-p1,52.55
5847,MGDGW3DS1829Z12Z1644Z7Z10Z13Z,PADL01_1317000-t36_1-p1,52.55
5848,MGDGW3DS1839Z12Z15Z160,PADL01_1317000-t36_1-p1,52.55
5849,MGDGW3DS1839Z12Z15Z1627Z10Z,PADL01_1317000-t36_1-p1,52.55
5850,MGDGW3DS1839Z12Z15Z1634Z7Z10Z,PADL01_1317000-t36_1-p1,52.55
5851,MGDGW3DS1839Z12Z15Z1637Z10Z13Z1,PADL01_1317000-t36_1-p1,52.55
5852,MGDGW3DS1839Z12Z15Z1637Z10Z13Z2,PADL01_1317000-t36_1-p1,52.55
5853,MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1,PADL01_1317000-t36_1-p1,52.55
5854,MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z2,PADL01_1317000-t36_1-p1,52.55
5855,MGDGW6DS1819Z1627Z10Z,PADL01_1317000-t36_1-p1,52.55
5856,MGDGW6DS1829Z12Z160,PADL01_1317000-t36_1-p1,52.55
5857,MGDGW6DS1829Z12Z1617Z,PADL01_1317000-t36_1-p1,52.55
5858,MGDGW6DS1829Z12Z1619Z,PADL01_1317000-t36_1-p1,52.55
5859,MGDGW6DS1829Z12Z1627Z10Z1,PADL01_1317000-t36_1-p1,52.55
5860,MGDGW6DS1829Z12Z1627Z10Z2,PADL01_1317000-t36_1-p1,52.55
5861,MGDGW6DS1829Z12Z1637Z10Z13Z,PADL01_1317000-t36_1-p1,52.55
5862,MGDGW6DS1829Z12Z1644Z7Z10Z13Z,PADL01_1317000-t36_1-p1,52.55
5865,MGSA,spontaneous,0.0
5866,MGSA2,spontaneous,0.0
5874,MI1345PKn,PADL01_1315000-t36_1-p1,83.2
5880,MI1456PKn,PADL01_1315000-t36_1-p1,83.2
5881,MI145P6Kn,PADL01_1315000-t36_1-p1,83.2
5883,MI145PKn,PADL01_1315000-t36_1-p1,83.2
