,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
TARTRDH,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
LPSSYN_HPc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
EX_pail1819Z160_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
NDPK3,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CPPPGOm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ALCD26xim,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CYOO3,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PEFLIP,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
NADPHQR2,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
HMSH,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
BZSCT,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
2_7_8_3,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PLDAGAT_LNA_EPA_GLNA_PC_4_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
MERGTROLR,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
SELTORm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ISETACabcppc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PCDAGAT,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
NDPK2m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
HEMELhc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PSSA161,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PSD160,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CHLSTI_1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ILEARGILEt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
SARCOX,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ROO,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
THRASNTYRt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
OMPHHXm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
MAGAH1819Z,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
RNTR3c2,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GCALDDm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
pg_prod6,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ASPt2_2,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
FOMETRi,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GLYCTO3,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
C226CRNt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
EAR140x,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
SK_trnaile_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PI3P5K_SC,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
2DGULRGy,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GLUCANabc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
3HPPPNH,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PLPSD1819Z1819Z,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
HACD3m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
FPGS4m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GUAC,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
TAGAH18111Z18111Z1819Z,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
EX_gm1lipa_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GCC2am,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
HSDy,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GMHEPK,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ECOAH9m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PLIPA2G140,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
SELCYSS_pf,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ALCD24xim,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ALDD10,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PEDS18111Z1845Z9Z12Z15Z,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ECOAH7,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
HIBD,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
UDPSQSc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
EX_asntyrthr_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GALM1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
OMHPALTD,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
LPCH1819Z_sn1_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GMPt6,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CHLDA2tuc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CEPA,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
DHQTi,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
DGGH,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
2agpe180t,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ALAtm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
OIVD3,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
EX_acgam_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
TAGAH1801819Z1845Z9Z12Z15Z,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GLNSP3,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
C190cSN,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PLDAGAT_EPA_EPA_DHA_PE_15_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GLYCDy,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ECOAH1m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
DHMPTR,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
Protein_t,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CITCIb,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CLPNS2_BS,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PA161abcppc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CDGS,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
EX_sula_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PE1819Z1819Zt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
LPLIPAL2A161,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ECOAH5m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
FTR,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
SPMDAT1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
HMR_9805,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
AP4AH,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
SERTRS2,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GLYCTO4,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
DKDH,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ALDD20ym,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
HXAt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ADMDC,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PTRCOX1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
EX_12dgr160_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PYK_ap2,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
HPPK2,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GLUKA,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
LIPOS,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CDAPPA120,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
LYSARGLEUt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
SLCBK1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CDPDGPm_SC,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
OCOAT3r,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
EX_pe1819Z1845Z9Z12Z15Z_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
LYSabc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
UTPH1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
LEUt2r,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
EX_ttdca_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
OMBZLMm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PNTOt2,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
FCLT,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GAT_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
FAS181ACPm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
DAGAH_OLE_HDE_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
TAGAH1601819Z18111Z,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ACOAD1z,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ERGSTGLCT,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PPCSCT,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
L_LACt3,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PLDAGAT_LNA_EPA_LNA_PE_12_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
3OAR60,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GLCt1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
SERPHELYSt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
FBPPH,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
4PEPTabcppc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ACOADH100_m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PSERT,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
MGDGW3DS1829Z12Z1637Z10Z13Zc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
INOSTO,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
DM_gly_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PACCOAE,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ETHAPT_LNA_LNA_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
TSULabc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ZYMSTt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
HACD4,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ECOAH3m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
2HP6MPMOm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GTHRDt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
LPLIPAL1A140,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CINNDO,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
KAS17,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
OIVD2,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
SO3R,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ACOADAGAT1819Z18111Z180,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PLPSA21819Z1845Z9Z12Z15Z,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PIt8,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
OPTCCL,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
HISt2m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
LYSTRS,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
PLA2PC_STC_GLNA_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
HXAND,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
GUAPRT,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
SK_trnahis_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
BZDIOLDH,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ALDD4x,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
CYTP450R,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
EAR161y,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
ETHAPT_PALM_PALM_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
FACOAL240pc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,,not in model,
