,TgondiiGT1,TgondiiME49,Pfalciparum3D7_generic_biomass,Pfalciparum3D7_species_biomass,PbergheiANKA_generic_biomass,PbergheiANKA_species_biomass,PcynomolgiB_generic_biomass,PcynomolgiB_species_biomass,PvivaxSal1_generic_biomass,PvivaxSal1_species_biomass,ChominisTU502_2012,CparvumIowaII,PknowlesiH_generic_biomass,PknowlesiH_species_biomass,Pfalciparum3D7_without_ortho_generic_biomass,Pfalciparum3D7_without_ortho_species_biomass,PbergheiANKA_without_ortho_generic_biomass,PbergheiANKA_without_ortho_species_biomass,PcynomolgiB_without_ortho_generic_biomass,PcynomolgiB_without_ortho_species_biomass,PvivaxSal1_without_ortho_generic_biomass,PvivaxSal1_without_ortho_species_biomass,PknowlesiH_without_ortho_generic_biomass,PknowlesiH_without_ortho_species_biomass,pfal2018,pviv2018,pber2018,pkno2018,pcyn2018,ipfa2017,tg2015,itgo2020,ipbe2019_blood,ipbe2019_liver,iPfal19
T_c_to_a_L-Isoleucine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5610072278244965e-16,NA,NA,NA
T_c_to_e_C01222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
FE2tm,0.9999999999998677,1.0000000000000098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000013,1.0000000000000013,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000007,1.0000000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FACOAL180i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999999,0.999999999999999,1.0000000000000004,0.9999999999999997,1.0000000000000047,NA,NA,NA,NA,NA,NA
R02073_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999988,0.9999999999999138,0.9999999999996978,NA
DASYN161,1.000000000000011,1.0,0.9999999999999971,0.9999999999999971,0.9984565340211652,0.9984565340211652,1.0000000000000018,1.0000000000000018,0.9999999999999958,0.9999999999999958,1.0,1.0000000000000062,1.0000000000000016,1.0000000000000016,1.0000000000000009,1.0000000000000009,0.9997901322207784,0.9997901322207784,0.9905620131500505,0.9905620131500505,0.9856591214538556,0.9856591214538556,0.9845429605718135,0.9845429605718135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9945206425228937
TRPS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000857,1.000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARGt5r,NA,NA,0.9998784246008237,0.9998784246008237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999140271554473,0.9999140271554473,NA,NA,NA,NA,NA,NA,NA,NA,0.7950806522215451,0.7950806522215478,0.7673154810782744,0.7602477090280938,0.7549672445982699,NA,NA,NA,NA,NA,NA
DGDGW3DS1839Z12Z15Z1637Z10Z13Z2c,1.0000000000000053,1.000000000000006,0.9999999999999981,0.9999999999999981,0.9999999999999978,0.9999999999999978,1.0000000000000013,1.0000000000000013,0.9999999999999942,0.9999999999999942,NA,NA,1.0000000000000009,1.0000000000000009,1.0000000000000002,1.0000000000000002,0.9999999999999992,0.9999999999999992,1.000000000001238,1.000000000001238,1.0000000000000016,1.0000000000000016,0.9999999999999956,0.9999999999999956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tc2aC00051_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99999999999995,0.999999999999653,NA
LPLIPAL2E160,NA,NA,NA,NA,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999961,0.9999999999999961,NA,NA,1.0000000000000002,1.0000000000000002,NA,NA,NA,NA,NA,NA,1.000000000000002,1.000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999993
sink_citr_DASH_L_LSQBKT_c_RSQBKT_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.9999999999999997,NA,0.9999999999999996,1.0000000000000024,NA,NA,NA,NA,NA,NA
PROPROPROt,NA,NA,0.9999999999999976,0.9999999999999976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999977,0.9999999999999977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAhc,1.000000000000002,1.000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T_c_to_e_C05576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.9999999999999997,NA,NA,NA
CHITOBptsc,1.000000000000002,1.0000000000000002,1.0000000000000007,1.0000000000000007,0.9999999999999982,0.9999999999999982,1.0000000000000013,1.0000000000000013,0.9999999999999947,0.9999999999999947,1.0000000000000864,NA,1.0000000000000004,1.0000000000000004,1.0000000000000002,1.0000000000000002,0.9999999999999992,0.9999999999999992,1.0000000000012388,1.0000000000012388,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PEPLC_18_1_18_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999972,1.0000000000000009,0.9999999999999991,1.0000000000000002,1.0000000000000007,NA,NA,NA,NA,NA,NA
EXC_BOTH_C11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
R01388_TGME49_214760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
R08689_TGME49_262430_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
R00426_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999998,NA,0.9999999999999997,0.9999999999998331,0.9999999999997197,NA
HMPK1,NA,NA,1.0000000000000089,1.0000000000000089,NA,NA,1.0000000000000016,1.0000000000000016,0.9999999999999961,0.9999999999999961,NA,NA,1.0000000000000007,1.0000000000000007,0.999999999999998,0.999999999999998,NA,NA,1.0000000000012632,1.0000000000012632,1.0000000000000009,1.0000000000000009,1.0000000000000013,1.0000000000000013,0.9999971525971783,0.9999971525971783,NA,0.9999971525971839,0.9999971525971801,NA,NA,NA,NA,NA,1.0000000000000007
R05616_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999997,NA,NA,NA
NTP3,NA,NA,0.9999999999999988,0.9999999999999988,0.9999999999999969,0.9999999999999969,NA,NA,0.999999999999995,0.999999999999995,NA,NA,NA,NA,1.0000000000000044,1.0000000000000044,0.9999999999999991,0.9999999999999991,NA,NA,1.0000000000000009,1.0000000000000009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lpipecolt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.000000000000001,0.9999999999999999,1.0000000000000007,0.9999999999999996,1.000000000000003,NA,NA,NA,NA,NA,NA
GLYCt2,1.0000000000000013,0.9999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLPNS140,1.0000000000000004,1.0000000000000002,0.9999999999999976,0.9999999999999976,0.9999999999999987,0.9999999999999987,NA,NA,0.9999999999999951,0.9999999999999951,NA,NA,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000047577,1.0000000000047577,NA,NA,1.0000000000000016,1.0000000000000016,1.0000000000000013,1.0000000000000013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYTDH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999345,0.9999999999999345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI34P5K_16_0_18_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999999999999999,1.0000000000000002,0.9999999999999994,0.9999999999999996,1.000000000000002,NA,NA,NA,NA,NA,NA
EXC_BOTH_C00040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
T_c_to_a_C00430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999951,NA,NA,NA,NA,NA
T4HCINNMFM,NA,NA,2.1284270813093983e-16,2.1284270813093983e-16,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,-6.1966069074093e-16,-6.1966069074093e-16,NA,NA,0.0,0.0,-4.963067213364434e-16,-4.963067213364434e-16,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T_c_to_e_RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
T_c_to_e_C00438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000004,1.0,1.0000000000000038,NA,NA,NA
PG18111Z160t,0.9999999999999968,1.0000000000000016,0.999999999999998,0.999999999999998,0.9999999999999977,0.9999999999999977,1.000000000000001,1.000000000000001,0.9999999999999962,0.9999999999999962,1.000000000000087,1.0000000000000044,1.0000000000000009,1.0000000000000009,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000012381,1.0000000000012381,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R02175_TGME49_266850_m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
VALTRS,0.9999999999999996,0.9999999999999997,0.0,0.0,0.0,0.0,-4.0169040885623274e-16,-4.0169040885623274e-16,0.0,0.0,1.0000000000000848,1.0000000000000062,0.0,0.0,0.0,0.0,-5.238552357182446e-16,-5.238552357182446e-16,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
R08208_TGME49_231920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
T_c_to_e_C00201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
EXC_BOTH_C00041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.9999999999999997,NA,NA,NA
T_c_to_e_G10610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
EXC_BOTH_G00007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
R00084_TGME49_271420_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
GLGC,1.0000000000000038,1.0000000000000022,NA,NA,NA,NA,1.0000000000000022,1.0000000000000022,NA,NA,1.0000000000002132,NA,NA,NA,NA,NA,NA,NA,1.0000000000012348,1.0000000000012348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI4P5K_cho,1.0000000000001121,1.000000000000003,NA,NA,NA,NA,1.0000000000000018,1.0000000000000018,NA,NA,1.000000000000086,NA,NA,NA,NA,NA,NA,NA,1.0000000000012403,1.0000000000012403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEMEOS,1.0000000000000038,1.0000000000000022,1.000000000000002,1.000000000000002,0.9999999999999984,0.9999999999999984,1.0000000000000024,1.0000000000000024,0.9999999999999969,0.9999999999999969,NA,NA,1.0000000000000004,1.0000000000000004,0.9999999999999989,0.9999999999999989,1.0000000000000004,1.0000000000000004,1.0000000000012463,1.0000000000012463,1.000000000000002,1.000000000000002,1.000000000000001,1.000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD2t4,NA,NA,0.9999999999999971,0.9999999999999971,0.9999999999999978,0.9999999999999978,NA,NA,0.9999999999999961,0.9999999999999961,NA,1.0000000000000024,1.0000000000000004,1.0000000000000004,1.0,1.0,0.9999999999999998,0.9999999999999998,NA,NA,1.0000000000000009,1.0000000000000009,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
